fiber_type,resin_type,density_g_cm3,layer_count,curing_temperature_c,fiber_volume_fraction,void_content_pct,tensile_strength_mpa
Carbon,Vinyl Ester,1.6,8,84.4,0.55,2.72,1519.3
Basalt,Epoxy,1.57,16,136.1,0.61,1.74,1957.0
Aramid,Phenolic,2.1,9,112.6,0.55,3.48,1076.4
Aramid,Phenolic,2.13,17,84.4,0.44,0.73,1799.1
Carbon,Polyester,2.05,6,109.3,0.53,2.91,1201.5
Carbon,Polyester,1.46,20,158.4,0.66,1.69,2969.7
Aramid,Polyester,1.56,14,121.6,0.7,0.9,1919.3
Aramid,Vinyl Ester,1.65,24,88.6,0.66,0.63,2399.6
Carbon,Polyester,1.97,17,60.5,0.66,3.37,1744.9
Carbon,Epoxy,2.07,9,84.5,0.68,0.76,2687.5
Carbon,Polyester,1.96,19,143.1,0.44,2.56,2143.0
Basalt,Epoxy,1.81,17,68.6,0.68,0.74,1942.7
Carbon,Phenolic,2.17,13,91.4,0.54,3.14,1768.7
Glass,Vinyl Ester,1.82,12,129.1,0.36,3.17,739.6
Basalt,Polyester,1.83,22,136.7,0.45,2.56,1363.1
Carbon,Phenolic,2.01,20,104.2,0.44,1.7,2369.7
Basalt,Phenolic,1.98,16,144.1,0.69,2.61,1492.0
Carbon,Vinyl Ester,1.5,23,126.8,0.43,0.99,2998.6
Carbon,Vinyl Ester,2.13,22,79.7,0.36,2.05,2209.0
Glass,Vinyl Ester,1.43,7,159.9,0.49,1.26,914.0
Glass,Phenolic,1.78,8,119.6,0.4,2.91,606.0
Aramid,Epoxy,2.05,16,98.1,0.39,2.82,1644.8
Aramid,Epoxy,2.13,11,85.0,0.6,0.59,2095.2
Carbon,Polyester,1.8,14,98.8,0.54,3.18,1651.9
Basalt,Phenolic,2.1,16,123.7,0.44,2.85,1126.6
Glass,Phenolic,2.17,23,82.2,0.53,2.43,1032.0
Aramid,Vinyl Ester,1.72,14,85.1,0.66,2.93,1516.9
Basalt,Phenolic,2.06,22,123.7,0.45,2.32,1453.5
Carbon,Vinyl Ester,2.14,7,138.0,0.5,2.75,1564.6
Carbon,Epoxy,2.07,21,61.2,0.69,2.1,3045.7
Glass,Epoxy,1.85,16,94.9,0.41,1.4,1280.6
Glass,Epoxy,1.47,20,148.9,0.62,2.11,1614.8
Aramid,Epoxy,1.71,6,159.8,0.6,1.19,1773.3
Glass,Vinyl Ester,1.49,10,64.3,0.46,1.69,808.5
Glass,Epoxy,2.0,10,81.3,0.51,2.31,938.8
Glass,Phenolic,1.76,7,76.2,0.44,2.75,632.1
Glass,Polyester,1.9,10,148.5,0.61,2.23,956.6
Carbon,Epoxy,1.79,9,148.2,0.54,2.28,2408.1
Glass,Polyester,2.15,15,159.9,0.38,2.2,946.8
Glass,Polyester,1.6,19,121.9,0.43,1.65,1019.8
Carbon,Vinyl Ester,1.53,9,80.6,0.59,0.63,2195.5
Aramid,Vinyl Ester,1.56,21,81.3,0.45,2.36,1649.7
Carbon,Polyester,1.92,14,151.4,0.45,2.15,2127.9
Glass,Phenolic,1.45,15,91.0,0.5,1.14,1081.4
Basalt,Phenolic,1.76,15,134.8,0.48,2.31,1306.1
Carbon,Polyester,1.6,6,70.6,0.7,0.76,1630.1
Glass,Phenolic,1.68,14,123.9,0.65,0.54,1264.4
Glass,Epoxy,2.06,12,98.7,0.61,2.15,1201.3
Glass,Phenolic,2.07,24,68.4,0.44,2.53,903.0
Aramid,Vinyl Ester,1.68,24,158.8,0.39,2.93,1826.1
Basalt,Phenolic,2.07,22,157.9,0.48,2.98,1476.7
Aramid,Vinyl Ester,1.51,17,150.9,0.39,2.27,1727.4
Carbon,Polyester,1.44,13,141.4,0.61,2.33,2192.5
Aramid,Polyester,1.54,24,159.4,0.51,2.04,1971.8
Carbon,Polyester,2.17,13,125.9,0.58,1.28,2318.9
Aramid,Vinyl Ester,2.13,21,75.2,0.5,0.66,2013.9
Basalt,Vinyl Ester,1.48,14,151.5,0.43,3.08,1268.4
Glass,Epoxy,1.61,7,81.0,0.58,2.05,900.1
Aramid,Vinyl Ester,1.95,24,131.1,0.66,2.12,2211.5
Carbon,Polyester,1.69,15,132.4,0.67,3.39,2016.6
Glass,Epoxy,1.53,17,128.9,0.7,3.21,1264.8
Basalt,Phenolic,1.94,10,120.2,0.49,1.34,1232.7
Carbon,Polyester,1.97,8,90.2,0.57,3.32,1340.2
Glass,Polyester,2.01,21,123.6,0.61,0.57,1372.0
Carbon,Polyester,1.68,15,64.7,0.6,2.71,1760.1
Carbon,Phenolic,1.83,10,140.2,0.37,0.94,2091.6
Glass,Polyester,1.57,13,65.2,0.55,3.38,692.5
Carbon,Epoxy,1.59,24,136.6,0.46,1.22,3670.6
Glass,Vinyl Ester,1.73,10,62.2,0.52,1.17,889.9
Glass,Vinyl Ester,2.05,19,118.6,0.41,0.71,1258.3
Aramid,Vinyl Ester,2.1,14,99.4,0.64,0.9,2005.8
Carbon,Epoxy,1.83,23,83.6,0.63,1.73,3350.5
Aramid,Polyester,1.5,10,136.3,0.47,1.96,1356.0
Basalt,Phenolic,1.91,10,149.3,0.49,3.03,1073.5
Carbon,Epoxy,1.81,13,83.4,0.48,3.42,1996.1
Glass,Phenolic,2.09,11,159.0,0.45,3.25,777.4
Basalt,Phenolic,1.91,17,151.9,0.62,2.12,1618.5
Carbon,Vinyl Ester,1.87,6,75.8,0.4,2.17,1279.2
Carbon,Vinyl Ester,1.56,10,93.0,0.35,2.92,1484.2
Glass,Vinyl Ester,1.63,20,78.8,0.53,0.63,1271.7
Basalt,Epoxy,2.15,11,157.5,0.47,1.24,1754.2
Glass,Polyester,2.09,12,103.8,0.58,3.4,750.7
Carbon,Vinyl Ester,1.47,22,61.3,0.41,2.39,2109.0
Carbon,Phenolic,1.91,9,140.1,0.69,2.08,2128.0
Glass,Polyester,2.16,15,115.9,0.4,1.69,918.5
Glass,Vinyl Ester,1.99,24,133.8,0.55,0.83,1542.0
Basalt,Polyester,1.53,12,95.5,0.64,0.71,1421.0
Carbon,Vinyl Ester,2.01,23,132.3,0.64,2.63,2800.1
Basalt,Polyester,1.95,21,153.0,0.57,2.09,1575.0
Basalt,Epoxy,2.03,11,132.5,0.42,3.0,1260.0
Basalt,Polyester,2.01,12,88.3,0.43,3.49,784.4
Glass,Phenolic,1.93,19,144.6,0.56,1.93,1203.5
Aramid,Epoxy,2.07,19,73.5,0.63,1.89,2233.6
Carbon,Polyester,1.41,18,103.8,0.59,3.44,1917.9
Aramid,Phenolic,1.74,22,129.8,0.54,1.61,2031.2
Glass,Polyester,1.84,16,123.7,0.55,1.38,1105.5
Basalt,Polyester,1.84,15,141.9,0.36,1.11,1343.9
Carbon,Polyester,1.99,14,137.3,0.36,2.32,1842.4
Basalt,Epoxy,1.73,19,139.5,0.47,0.91,2098.1
Basalt,Phenolic,1.71,15,159.0,0.49,0.95,1551.7
Glass,Epoxy,2.12,13,64.9,0.42,1.73,1049.1
Carbon,Phenolic,1.56,17,60.3,0.55,1.23,2253.6
Aramid,Phenolic,1.8,24,61.3,0.68,1.84,1919.1
Aramid,Epoxy,1.53,6,129.3,0.5,3.13,1152.5
Basalt,Phenolic,1.77,10,97.2,0.68,2.5,1133.3
Aramid,Polyester,1.68,21,96.7,0.65,1.47,1940.3
Basalt,Vinyl Ester,1.7,7,93.0,0.37,2.46,779.4
Aramid,Epoxy,1.68,14,113.1,0.55,3.01,1705.7
Carbon,Polyester,1.93,6,75.3,0.5,0.74,1454.9
Basalt,Vinyl Ester,1.67,14,138.5,0.36,3.48,1061.4
Glass,Epoxy,1.89,7,63.8,0.52,3.47,696.3
Glass,Epoxy,1.75,8,109.8,0.41,1.24,971.7
Carbon,Polyester,1.65,12,65.1,0.47,2.42,1596.3
Carbon,Vinyl Ester,2.17,12,115.8,0.58,0.67,2618.7
Glass,Polyester,2.04,18,152.4,0.41,3.47,859.2
Glass,Vinyl Ester,1.48,24,115.0,0.37,1.03,1264.6
Glass,Vinyl Ester,2.06,19,156.2,0.42,1.65,1223.1
Basalt,Polyester,2.12,19,137.6,0.47,2.08,1394.3
Glass,Polyester,1.97,22,89.5,0.37,1.74,1014.5
Carbon,Vinyl Ester,1.54,12,114.4,0.53,1.44,2284.6
Basalt,Epoxy,2.19,18,131.9,0.53,1.32,2043.3
Aramid,Phenolic,2.02,20,96.7,0.49,1.27,1860.0
Glass,Polyester,2.06,21,67.8,0.49,1.96,953.7
Basalt,Polyester,2.11,16,138.5,0.49,0.78,1528.6
Basalt,Phenolic,1.46,23,111.5,0.59,0.76,1879.2
Carbon,Phenolic,1.87,15,126.9,0.69,2.06,2515.1
Basalt,Phenolic,1.83,21,69.3,0.52,2.46,1260.4
Basalt,Phenolic,1.61,11,130.9,0.55,2.55,1177.5
Aramid,Vinyl Ester,2.19,18,78.0,0.54,1.23,1849.1
Glass,Polyester,2.11,15,146.9,0.58,2.4,1030.3
Glass,Polyester,1.64,12,109.9,0.63,1.44,977.8
Carbon,Vinyl Ester,1.61,19,139.3,0.52,0.95,3068.9
Glass,Polyester,1.88,24,107.2,0.61,1.94,1187.9
Basalt,Phenolic,1.46,12,140.3,0.57,2.59,1268.8
Carbon,Epoxy,1.49,17,115.1,0.58,0.6,3663.7
Aramid,Phenolic,1.85,12,66.5,0.63,1.8,1386.9
Aramid,Phenolic,1.94,24,143.4,0.63,0.52,2570.9
Basalt,Epoxy,1.43,18,140.4,0.68,1.23,2292.0
Aramid,Polyester,1.94,13,99.9,0.43,2.99,1157.0
Basalt,Phenolic,1.44,8,91.7,0.6,0.74,1166.1
Glass,Vinyl Ester,1.98,21,108.1,0.42,0.57,1242.6
Glass,Epoxy,1.74,10,136.6,0.48,3.46,918.7
Carbon,Epoxy,1.71,18,158.9,0.58,0.88,3955.4
Basalt,Phenolic,1.77,9,139.7,0.46,0.76,1248.3
Carbon,Epoxy,1.43,17,102.6,0.6,1.36,3248.1
Aramid,Phenolic,1.76,12,78.5,0.65,3.21,1289.6
Carbon,Phenolic,1.49,17,106.5,0.47,1.82,2278.6
Glass,Phenolic,1.51,12,68.1,0.62,2.96,747.4
Glass,Vinyl Ester,2.16,21,86.4,0.49,1.44,1187.9
Glass,Polyester,2.13,10,138.6,0.6,2.99,759.4
Glass,Phenolic,1.78,17,96.0,0.44,1.65,994.5
Carbon,Phenolic,1.99,16,87.6,0.43,0.61,2309.2
Carbon,Phenolic,1.95,13,95.9,0.4,1.36,2006.1
Aramid,Polyester,1.68,8,107.4,0.45,2.46,1051.4
Glass,Epoxy,1.77,24,155.8,0.49,2.66,1486.9
Glass,Polyester,1.96,15,79.7,0.65,0.57,1182.4
Aramid,Epoxy,1.97,14,121.3,0.58,0.58,2501.5
Basalt,Phenolic,2.03,13,141.9,0.44,1.2,1370.2
Aramid,Phenolic,1.73,16,113.1,0.36,3.45,1214.1
Glass,Polyester,1.91,24,131.8,0.39,2.13,1063.2
Aramid,Epoxy,1.61,6,95.1,0.52,1.06,1463.5
Aramid,Polyester,1.81,7,93.2,0.48,0.75,1211.6
Basalt,Polyester,2.0,18,150.7,0.54,1.86,1558.2
Glass,Epoxy,1.72,23,70.2,0.68,1.3,1585.6
Carbon,Phenolic,1.49,22,66.2,0.55,2.46,2191.3
Carbon,Polyester,1.79,18,132.3,0.53,1.68,2517.9
Carbon,Phenolic,2.01,7,124.1,0.56,1.72,1741.0
Carbon,Phenolic,1.7,6,85.0,0.4,1.71,1304.1
Carbon,Polyester,1.79,15,104.4,0.45,2.29,1904.7
Glass,Vinyl Ester,2.14,12,71.4,0.5,2.87,774.0
Aramid,Polyester,2.03,11,93.9,0.61,2.54,1315.4
Glass,Epoxy,1.6,16,104.5,0.55,1.46,1416.8
Aramid,Phenolic,1.86,16,128.9,0.61,1.71,1873.6
Glass,Phenolic,1.8,24,64.8,0.59,0.86,1263.6
Glass,Epoxy,2.02,19,69.0,0.52,2.9,1092.6
Aramid,Epoxy,1.48,15,109.9,0.37,0.9,2124.9
Carbon,Vinyl Ester,1.57,6,82.6,0.55,3.23,1173.3
Glass,Vinyl Ester,1.81,6,130.3,0.57,1.88,699.4
Aramid,Vinyl Ester,1.73,23,70.7,0.67,0.57,2289.5
Aramid,Phenolic,1.76,11,100.6,0.39,0.89,1474.7
Basalt,Epoxy,1.93,21,106.5,0.66,0.57,2400.3
Basalt,Epoxy,1.59,16,141.6,0.41,3.01,1473.5
Basalt,Vinyl Ester,1.83,12,121.3,0.37,2.57,1053.1
Glass,Polyester,1.72,23,126.1,0.64,2.12,1214.5
Basalt,Epoxy,2.18,7,106.0,0.57,1.26,1359.7
Basalt,Phenolic,2.05,14,72.3,0.43,2.23,1062.0
Carbon,Vinyl Ester,1.59,23,144.3,0.69,2.03,3216.9
Carbon,Polyester,1.59,11,144.6,0.48,2.45,1845.6
Aramid,Polyester,2.19,14,129.3,0.63,1.29,1802.9
Basalt,Phenolic,2.2,8,158.5,0.46,0.54,1315.4
Basalt,Vinyl Ester,1.52,17,65.2,0.52,2.64,1219.8
Aramid,Polyester,2.1,16,135.6,0.52,1.06,1849.2
Glass,Vinyl Ester,1.74,13,146.2,0.54,2.3,1052.3
Aramid,Vinyl Ester,1.52,18,102.1,0.6,3.08,1638.7
Aramid,Phenolic,1.43,13,60.6,0.59,2.94,1240.8
Carbon,Vinyl Ester,1.47,9,107.2,0.61,2.57,1854.9
Glass,Phenolic,1.83,16,93.8,0.64,2.29,1070.8
Basalt,Phenolic,1.45,12,104.7,0.49,0.94,1331.7
Carbon,Phenolic,1.85,11,111.7,0.52,1.41,2104.5
Aramid,Phenolic,1.96,15,93.8,0.6,2.47,1552.1
Carbon,Polyester,1.98,22,128.2,0.44,2.31,2262.1
Basalt,Epoxy,1.69,24,110.0,0.56,1.07,2220.3
Basalt,Phenolic,1.59,23,145.1,0.67,0.85,2033.1
Aramid,Phenolic,1.86,18,147.1,0.66,2.17,1999.5
Basalt,Vinyl Ester,1.75,20,121.5,0.39,2.21,1373.6
Glass,Vinyl Ester,2.12,8,158.6,0.36,2.61,794.9
Glass,Phenolic,1.53,14,95.8,0.4,1.98,831.8
Basalt,Phenolic,1.56,8,155.9,0.4,1.81,1018.3
Carbon,Phenolic,1.93,15,111.3,0.54,2.28,2129.1
Carbon,Vinyl Ester,1.64,8,158.9,0.52,2.38,1932.5
Glass,Vinyl Ester,1.93,14,120.4,0.65,2.92,1006.8
Glass,Epoxy,1.75,13,120.9,0.47,2.28,1195.5
Basalt,Epoxy,1.53,10,82.8,0.64,0.81,1663.9
Aramid,Epoxy,1.96,14,93.5,0.56,1.62,2035.9
Glass,Vinyl Ester,1.97,13,75.3,0.4,2.94,719.9
Glass,Vinyl Ester,1.98,17,156.9,0.66,1.99,1371.3
Basalt,Polyester,1.64,18,93.8,0.47,1.93,1240.1
Basalt,Polyester,2.15,7,83.1,0.66,3.15,785.6
Basalt,Phenolic,1.94,24,92.9,0.5,2.31,1394.2
Carbon,Phenolic,1.46,20,152.3,0.38,1.51,2621.0
Aramid,Phenolic,1.43,20,146.7,0.46,1.91,1904.0
Glass,Epoxy,1.54,24,95.2,0.41,3.15,1097.5
Carbon,Polyester,1.68,7,115.7,0.64,3.31,1392.5
Glass,Polyester,1.63,19,105.5,0.52,1.94,1044.5
Glass,Polyester,1.81,14,147.2,0.51,3.22,891.9
Aramid,Phenolic,2.12,18,82.2,0.68,1.23,1959.0
Aramid,Vinyl Ester,1.49,21,107.3,0.43,3.04,1577.3
Carbon,Phenolic,1.69,18,128.5,0.38,1.74,2346.1
Glass,Vinyl Ester,1.6,12,124.3,0.53,2.84,915.8
Aramid,Polyester,1.97,11,89.2,0.69,2.35,1370.0
Basalt,Vinyl Ester,1.46,9,127.4,0.52,1.52,1153.9
Carbon,Polyester,2.05,7,89.4,0.38,1.01,1514.4
Glass,Epoxy,1.75,17,64.4,0.61,2.54,1160.8
Glass,Phenolic,1.91,13,83.4,0.67,0.65,1200.3
Basalt,Vinyl Ester,1.99,18,132.3,0.64,1.47,1829.0
Aramid,Phenolic,1.61,6,83.5,0.38,1.04,980.0
Basalt,Phenolic,1.89,12,97.5,0.37,0.62,1213.8
Carbon,Phenolic,2.13,10,60.9,0.6,1.7,1812.6
Aramid,Epoxy,1.71,12,116.1,0.44,2.43,1648.3
Carbon,Polyester,1.4,21,133.4,0.44,2.25,2315.5
Carbon,Vinyl Ester,2.19,11,68.9,0.69,0.96,2379.1
Aramid,Epoxy,1.77,11,95.1,0.4,2.29,1518.1
Aramid,Vinyl Ester,2.0,13,96.9,0.45,2.17,1513.0
Carbon,Vinyl Ester,1.58,8,87.1,0.38,1.08,1718.8
Carbon,Phenolic,1.53,13,76.5,0.7,2.0,2170.2
Basalt,Epoxy,1.8,13,103.2,0.55,1.46,1710.6
Basalt,Vinyl Ester,1.62,9,154.3,0.53,1.46,1366.8
Glass,Phenolic,1.46,11,94.1,0.62,3.21,725.1
Basalt,Vinyl Ester,1.93,6,79.8,0.46,2.05,798.8
Glass,Vinyl Ester,1.56,12,128.9,0.36,1.67,918.8
Aramid,Polyester,1.46,22,84.0,0.37,1.27,1606.9
Basalt,Polyester,1.99,21,132.7,0.49,2.65,1343.4
Basalt,Polyester,1.44,23,105.0,0.69,3.33,1340.7
Glass,Phenolic,1.75,24,69.4,0.45,2.47,929.8
Basalt,Phenolic,1.86,9,157.7,0.52,0.92,1302.4
Aramid,Vinyl Ester,1.46,13,135.9,0.69,1.63,1985.2
Carbon,Vinyl Ester,1.94,6,78.1,0.68,3.3,1314.2
Basalt,Epoxy,1.84,11,93.8,0.5,3.28,1116.8
Carbon,Vinyl Ester,1.75,17,136.2,0.59,3.23,2280.1
Carbon,Phenolic,1.5,16,153.3,0.61,1.72,2732.8
Glass,Phenolic,1.51,17,156.1,0.4,1.63,1120.1
Carbon,Phenolic,1.78,13,122.0,0.36,0.74,2199.6
Carbon,Polyester,1.64,22,128.5,0.36,0.93,2581.8
Basalt,Epoxy,2.18,15,117.6,0.5,1.9,1663.9
Aramid,Epoxy,2.17,22,76.6,0.52,1.51,2298.4
Glass,Vinyl Ester,1.79,19,96.3,0.36,2.76,893.2
Aramid,Polyester,1.94,20,87.8,0.69,0.73,2107.0
Basalt,Epoxy,1.93,16,134.7,0.46,1.93,1740.7
Glass,Polyester,2.13,18,103.8,0.38,1.4,960.5
Glass,Phenolic,1.67,12,61.5,0.52,1.48,812.1
Aramid,Polyester,1.76,22,135.6,0.49,2.04,1808.9
Glass,Polyester,2.16,24,153.9,0.55,3.48,1083.3
Glass,Polyester,2.06,20,127.6,0.62,2.59,1112.7
Aramid,Phenolic,1.58,18,76.7,0.61,2.41,1629.1
Carbon,Phenolic,1.57,24,104.3,0.53,1.38,2745.1
Glass,Epoxy,2.04,8,103.3,0.37,2.55,836.8
Basalt,Vinyl Ester,1.52,9,85.5,0.5,0.97,1167.0
Carbon,Polyester,1.58,10,105.4,0.54,3.3,1443.8
Carbon,Polyester,2.11,17,80.4,0.38,2.24,1813.4
Aramid,Polyester,1.61,13,134.0,0.5,2.46,1470.9
Glass,Vinyl Ester,1.79,17,98.3,0.51,3.06,909.8
Basalt,Phenolic,1.59,21,76.3,0.61,2.44,1325.3
Glass,Polyester,1.77,7,152.8,0.49,1.85,744.8
Aramid,Epoxy,1.81,13,133.9,0.7,2.11,2234.7
Glass,Vinyl Ester,1.96,19,148.0,0.37,0.63,1378.7
Aramid,Phenolic,1.84,19,103.0,0.48,1.13,1866.0
Glass,Vinyl Ester,1.79,12,112.8,0.53,3.26,792.3
Basalt,Epoxy,1.45,18,136.3,0.53,2.47,1749.6
Basalt,Phenolic,1.96,22,141.8,0.41,2.91,1325.8
Carbon,Vinyl Ester,1.95,21,104.1,0.57,2.71,2427.6
Basalt,Epoxy,2.07,22,147.0,0.49,0.6,2348.6
Basalt,Vinyl Ester,1.98,17,110.9,0.6,1.12,1666.3
Aramid,Epoxy,1.79,11,60.8,0.41,1.13,1591.2
Glass,Epoxy,1.7,17,103.4,0.67,3.49,1143.6
Aramid,Polyester,1.66,8,64.5,0.45,2.86,881.8
Carbon,Epoxy,2.16,15,152.8,0.62,2.29,3172.3
Aramid,Phenolic,1.69,18,96.7,0.36,2.01,1516.6
Glass,Vinyl Ester,1.98,10,110.6,0.44,3.07,769.2
Glass,Phenolic,1.91,6,106.1,0.53,0.88,771.1
Glass,Phenolic,1.57,17,65.6,0.51,2.93,868.6
Aramid,Polyester,1.41,24,122.2,0.64,1.95,2037.9
Glass,Vinyl Ester,1.79,14,143.0,0.52,2.96,909.2
Carbon,Polyester,1.7,24,64.8,0.55,1.03,2501.0
Carbon,Polyester,1.62,15,63.6,0.59,0.89,2231.1
Basalt,Epoxy,1.63,11,69.8,0.44,2.1,1254.0
Aramid,Epoxy,2.15,6,109.2,0.37,2.07,1257.1
Carbon,Epoxy,1.74,17,71.9,0.67,0.68,3438.8
Basalt,Polyester,2.14,15,147.0,0.63,0.62,1697.5
Carbon,Phenolic,2.1,22,88.9,0.6,1.98,2530.2
Carbon,Phenolic,1.41,22,155.2,0.58,3.06,2512.7
Glass,Phenolic,1.45,23,65.2,0.57,2.25,1046.7
Glass,Epoxy,2.17,19,77.2,0.47,2.58,1091.9
Basalt,Vinyl Ester,1.4,19,106.3,0.6,2.45,1433.8
Carbon,Epoxy,1.57,15,99.1,0.5,2.52,2564.0
Glass,Phenolic,1.55,10,154.6,0.66,0.75,1188.9
Carbon,Vinyl Ester,2.17,21,135.8,0.45,1.66,2777.2
Basalt,Phenolic,2.04,6,153.3,0.57,1.67,979.2
Basalt,Epoxy,1.86,24,61.2,0.6,0.73,2087.9
Aramid,Phenolic,1.67,15,106.9,0.53,1.37,1714.4
Aramid,Phenolic,1.85,11,88.8,0.45,0.67,1513.5
Carbon,Phenolic,2.05,11,154.5,0.61,1.02,2547.6
Aramid,Vinyl Ester,2.01,21,91.0,0.62,2.57,1779.6
Aramid,Phenolic,2.14,24,135.3,0.56,2.27,1976.8
Aramid,Vinyl Ester,2.16,12,134.5,0.52,3.34,1351.6
Aramid,Phenolic,1.51,10,124.4,0.56,1.77,1537.4
Aramid,Epoxy,1.96,20,146.3,0.67,1.95,2741.4
Aramid,Polyester,1.64,18,104.6,0.56,3.29,1316.6
Carbon,Epoxy,1.98,16,78.9,0.39,1.22,2667.8
Basalt,Vinyl Ester,1.73,20,89.1,0.43,1.95,1363.2
Carbon,Polyester,2.14,12,122.6,0.38,2.77,1624.9
Glass,Polyester,1.86,12,91.2,0.64,0.67,1102.2
Aramid,Polyester,2.13,7,107.0,0.47,2.06,1016.2
Carbon,Polyester,1.51,17,71.2,0.47,0.99,2183.4
Glass,Epoxy,1.87,9,66.2,0.44,2.73,791.1
Aramid,Polyester,1.84,7,105.6,0.45,1.25,1124.3
Basalt,Polyester,1.78,24,100.4,0.36,3.02,1123.6
Carbon,Vinyl Ester,1.59,19,145.4,0.69,2.53,2849.8
Aramid,Phenolic,1.95,20,121.0,0.68,2.05,2022.4
Glass,Polyester,1.42,18,157.2,0.66,1.95,1250.2
Aramid,Polyester,1.55,7,133.0,0.63,0.77,1377.0
Basalt,Phenolic,1.56,21,158.7,0.63,2.44,1699.7
Carbon,Phenolic,2.17,7,136.6,0.36,0.84,1755.1
Basalt,Vinyl Ester,1.58,24,108.0,0.56,0.78,1954.9
Basalt,Epoxy,2.02,23,129.8,0.45,0.54,2257.6
Basalt,Polyester,1.78,12,121.7,0.44,3.11,969.3
Basalt,Phenolic,1.85,19,80.9,0.67,0.75,1719.8
Basalt,Polyester,1.44,10,157.7,0.37,0.71,1200.0
Carbon,Vinyl Ester,1.6,19,79.9,0.6,2.01,2562.0
Carbon,Polyester,1.65,16,156.5,0.5,0.5,2781.6
Glass,Epoxy,1.88,13,92.3,0.4,2.44,1040.3
Glass,Phenolic,1.85,18,111.6,0.45,0.68,1155.5
Glass,Epoxy,1.63,14,159.9,0.48,3.27,1134.1
Carbon,Polyester,1.86,6,67.3,0.63,2.57,1254.1
Glass,Epoxy,1.92,11,116.0,0.37,3.29,891.5
Aramid,Phenolic,1.5,20,112.7,0.6,1.16,2131.6
Glass,Epoxy,1.94,17,96.1,0.57,3.09,1158.4
Glass,Epoxy,2.19,19,73.2,0.68,3.18,1146.4
Basalt,Epoxy,1.43,20,79.1,0.44,2.13,1513.4
Glass,Phenolic,1.85,18,109.2,0.65,2.64,1061.9
Glass,Epoxy,1.89,11,62.6,0.51,1.48,1062.3
Aramid,Vinyl Ester,1.61,18,77.1,0.38,2.17,1527.7
Glass,Phenolic,1.97,13,123.8,0.61,0.61,1269.7
Aramid,Polyester,1.97,21,68.3,0.38,2.64,1248.5
Aramid,Phenolic,1.79,9,89.3,0.68,2.88,1186.9
Glass,Polyester,1.63,6,110.8,0.52,2.79,598.5
Glass,Phenolic,1.68,19,107.0,0.46,2.73,976.9
Glass,Polyester,1.57,19,99.0,0.62,0.55,1276.1
Basalt,Polyester,1.67,8,154.8,0.48,3.25,919.5
Carbon,Polyester,2.06,7,148.7,0.61,0.74,2048.7
Basalt,Phenolic,2.16,16,91.3,0.54,2.45,1287.0
Glass,Polyester,1.82,7,98.9,0.61,1.5,757.3
Glass,Polyester,2.14,6,67.6,0.64,0.93,740.4
Glass,Phenolic,2.09,22,95.0,0.67,2.13,1174.4
Aramid,Phenolic,1.46,14,97.3,0.52,1.59,1568.5
Basalt,Vinyl Ester,1.87,20,138.8,0.64,3.08,1496.4
Aramid,Vinyl Ester,1.59,8,87.8,0.57,2.28,1252.2
Carbon,Polyester,1.93,17,95.3,0.63,2.3,2205.8
Glass,Polyester,2.07,14,61.7,0.64,3.04,734.5
Basalt,Vinyl Ester,1.84,13,122.9,0.45,1.15,1405.9
Aramid,Epoxy,1.97,15,121.4,0.56,1.58,2260.1
Aramid,Vinyl Ester,1.68,9,96.3,0.56,0.57,1636.7
Aramid,Polyester,1.89,15,91.1,0.51,1.24,1564.3
Carbon,Vinyl Ester,2.09,16,99.7,0.42,2.49,2037.7
Basalt,Vinyl Ester,1.7,22,81.2,0.52,3.42,1184.6
Carbon,Polyester,1.97,6,111.7,0.55,2.5,1317.0
Carbon,Polyester,1.89,17,60.5,0.59,2.92,1806.8
Basalt,Vinyl Ester,1.7,12,68.4,0.68,2.06,1281.8
Basalt,Polyester,1.54,24,89.0,0.49,2.43,1299.8
Basalt,Phenolic,1.61,18,158.4,0.62,2.93,1446.8
Aramid,Phenolic,2.02,16,99.7,0.37,3.18,1227.5
Basalt,Polyester,2.05,17,125.8,0.68,2.83,1308.5
Aramid,Epoxy,1.44,24,75.8,0.69,1.7,2555.2
Glass,Vinyl Ester,2.16,15,111.3,0.7,2.91,1080.3
Basalt,Polyester,1.97,22,135.3,0.35,3.24,1127.7
Carbon,Epoxy,1.86,23,118.0,0.54,3.04,2912.0
Basalt,Vinyl Ester,1.67,9,62.9,0.4,2.5,910.8
Carbon,Vinyl Ester,1.69,17,90.0,0.5,0.54,2718.5
Basalt,Epoxy,2.16,19,131.4,0.68,0.57,2466.9
Glass,Vinyl Ester,1.57,10,158.1,0.62,3.16,938.8
Glass,Vinyl Ester,1.97,23,116.9,0.66,0.97,1535.7
Aramid,Vinyl Ester,1.45,21,80.1,0.63,2.24,1838.8
Glass,Epoxy,1.63,13,156.4,0.57,1.28,1519.0
Glass,Polyester,1.7,16,142.8,0.5,3.02,907.3
Glass,Polyester,2.06,23,95.7,0.43,3.19,812.3
Glass,Phenolic,1.56,8,101.8,0.59,2.41,730.3
Carbon,Phenolic,1.98,16,109.6,0.68,0.57,2937.8
Aramid,Vinyl Ester,1.59,20,159.2,0.65,2.06,2280.3
Carbon,Phenolic,1.85,7,61.7,0.6,1.6,1566.2
Glass,Phenolic,1.71,21,144.6,0.55,3.18,1018.4
Carbon,Polyester,1.7,23,73.5,0.46,2.33,2071.1
